dataset,protocol,test_cell,row_index,cycle_number,stress_scenario,scenario_family,allowed_windows,removed_feature_group,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,15,922.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9641932474786707,0.9637048531130763,0.0004883943655944467,0.916250000045693,289.6020530001806,290.5183030002263,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,16,988.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9622275449663704,0.9617678413239802,0.0004597036423902301,0.8448889998362574,287.69244200020694,288.5373310000432,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,17,1054.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9599815724095218,0.9592020533795995,0.0007795190299222376,0.9622599995964265,273.1628159999673,274.1250759995637,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,18,1130.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9578068586764508,0.9570090844083452,0.0007977742681055666,0.8729300002414675,294.725630999892,295.5985610001335,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,19,1204.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9555318547469518,0.9547022154249092,0.0008296393220426079,0.8821800001896918,299.9912699997367,300.8734499999264,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,20,1271.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9536063269624674,0.9530789949538752,0.0005273320085922295,0.8226300001297204,307.3473780000313,308.17000800016103,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,21,1338.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9508446809833372,0.9504155719374017,0.00042910904593551624,0.8999599999697239,288.4030929999426,289.3030529999123,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,22,1406.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9494593859894052,0.9487948412293066,0.0006645447600985843,0.9296299999732582,294.4103620002352,295.33999200020844,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,23,1473.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9474494033026576,0.946975769924558,0.0004736333780995805,0.868468999669858,303.50312000018675,304.3715889998566,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,24,1538.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9453300397876436,0.9444704135252487,0.0008596262623948858,0.8940289999372908,283.8751439999214,284.7691729998587,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,25,1613.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9439080157086108,0.9434570540537377,0.00045096165487312767,0.9048900001289439,293.339640999875,294.2445310000039,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,26,1680.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9423373158120716,0.9416758808244843,0.000661434987587306,0.8356789999197645,294.200882000041,295.0365609999608,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,27,1746.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9400642179827964,0.9394333357615205,0.0006308822212758303,0.8387099996980396,298.37464999991425,299.2133599996123,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,28,1813.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9381140575184848,0.9375469555739657,0.0005671019445190328,0.854209999943123,304.15007900001,305.00428899995313,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,29,1877.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9368234810433976,0.9362711078811448,0.0005523731622528727,0.9436089999326214,311.9007380000767,312.8443470000093,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,30,1944.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9343388794007444,0.9336428679414372,0.0006960114593071998,0.9351399999104615,316.5605859999232,317.49572599983367,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,31,2012.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9325903256909448,0.93156315473587,0.0010271709550747632,0.9676300001046911,295.6310409999787,296.5986710000834,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,32,2080.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9307436078195844,0.9299237808286116,0.0008198269909728273,0.9040100003403495,298.4231999998883,299.32721000022866,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,33,2148.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.928878928619184,0.9279515081632679,0.0009274204559160948,0.8534199996574898,299.5098000001235,300.363219999781,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,34,2216.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9268672597668566,0.9256121633155481,0.0012550964513085017,0.9493200000179058,291.64690200013865,292.59622200015656,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,35,2293.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9247737752279692,0.9236419374736871,0.0011318377542821612,0.7771900000079768,296.14411099964855,296.9213009996565,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,36,2362.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9226653351334776,0.9216924315967603,0.0009729035367173067,0.8536689997526992,301.4229199998226,302.2765889995753,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,37,2431.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9207455256496556,0.9196944817905349,0.0010510438591206928,0.9364799998365925,294.8330009999154,295.769480999752,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,38,2500.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9189889076696816,0.917412314029367,0.0015765936403145941,0.7776899997224973,308.03690799984906,308.81459799957156,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,39,2570.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9168078158320077,0.914913560856732,0.0018942549752756221,0.8726400001251022,310.2364280002803,311.1090680004054,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,40,2639.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9143826698540588,0.9121786158700409,0.0022040539840179063,0.845478999963234,307.1160190002047,307.9614980001679,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,41,2707.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9112543195163538,0.9093871133336702,0.0018672061826836561,0.864619999902061,307.78294799983996,308.647567999742,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,42,2775.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7222222222222222,0.9067423603503044,0.905560521072158,0.0011818392781464127,0.9852289999798813,316.7273369999748,317.7125659999547,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,43,2875.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9041251381189538,0.9024766435377489,0.0016484945812048624,0.9093300000131421,301.6776800000116,302.58701000002475,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,44,2941.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8991780016093348,0.900024419471583,0.00084641786224815,0.880099999903905,314.66097800011994,315.54107800002384,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,45,3011.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8935430561648612,0.8971378843216595,0.0035948281567983464,0.8778299998084549,293.93525199975556,294.813081999564,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,46,3082.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8859589766177236,0.8887076324313272,0.0027486558136036177,0.9386199999426026,319.3765959999837,320.3152159999263,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,47,3152.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.878017063409213,0.8791837281722322,0.0011666647630191873,0.8166890002030414,292.6072220002425,293.4239110004455,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,48,3224.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.870490240180356,0.8733902269807159,0.002899986800359855,0.9366399999635178,301.96955900009925,302.90619900006277,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,49,3295.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8617491577969448,0.8601060430644625,0.0016431147324823536,0.8809599999040074,304.33764899999005,305.21860899989406,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,50,3366.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8522769393543475,0.8516660713800857,0.0006108679742617973,0.8883400000740949,271.61920700018527,272.50754700025936,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,51,3440.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.842150855223188,0.8435263108192375,0.0013754555960494574,0.9638590004215075,313.61735700011195,314.58121600053346,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,52,3520.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.832208196582864,0.8334139651462802,0.001205768563416143,0.8549199997105461,313.2864369999879,314.1413569996985,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,53,3592.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8235867586443123,0.8249815568669563,0.0013947982226439892,0.8456000000478525,291.96264200027144,292.8082420003193,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,54,3666.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8137928491330483,0.8150411254074642,0.001248276274415927,0.8559399998375739,288.54905299976963,289.4049929996072,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,55,3740.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.8045696700159308,0.805063740511358,0.0004940704954271569,1.0449599999446946,313.9588469998671,315.0038069998118,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,56,3815.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.7951505291334233,0.7989044731141137,0.0037539439806903996,0.8439399998678709,291.0899809999137,291.93392099978155,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,57,3891.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.7861971365096208,0.7910106356020008,0.004813499092380047,0.8568800003558863,300.4350199998953,301.2919000002512,24958.7412109375,3,0.002995184613988798
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,0,0.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,1.0,0.9995568996250264,0.0004431003749736373,1.1863089998769283,518.3136700002251,519.499979000102,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,1,0.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9977453766805928,0.9973040946812591,0.00044128199933368695,1.232929000252625,501.45869300013146,502.6916220003841,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,2,68.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9931186849433384,0.993337807621397,0.00021912267805856978,1.25956000010774,484.77464699999473,486.03420700010247,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,3,130.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9908156760028451,0.9909969733866169,0.0001812973837717058,1.3877500000489817,514.7649199998341,516.1526699998831,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,4,194.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9882848880855292,0.9883511449513229,6.625686579375678e-05,1.3712689997191774,514.1881399999875,515.5594089997066,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,5,258.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9859075412362824,0.9857827191238262,0.00012482211245623542,1.1850200003209466,485.73326699988684,486.9182870002078,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,6,323.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9835069546266046,0.983181436020481,0.0003255186061236204,1.201669999773003,501.97354300007646,503.17521299984946,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,7,389.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9811484488449664,0.98111751534703,3.093349793648059e-05,1.148429999830114,498.2064139999238,499.35484399975394,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,8,455.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9782894451312956,0.9780802877851287,0.0002091573461668883,1.2673800001721247,498.66243299993585,499.92981300010797,45469.4599609375,5,0.003045139028853482
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell53,9,522.0,all_windows_available,consolidated_window_availability,full_27_36;medium_32_35;narrow_33_345;paper_335_350;very_narrow_335_340,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,0.7777777777777778,0.9763886966497264,0.9760117542699716,0.0003769423797548299,1.35563000003458,488.5224859999653,489.87811599999986,45469.4599609375,5,0.003045139028853482
